,date,year,month,ISIN,monthly_return,market_cap,annual_returns
0,2005-01-31,2005,1,AN8068571086,0.01260288563958543,,0.4680261231602191
1,2005-02-28,2005,2,AN8068571086,0.06350200580464083,,0.4680261231602191
2,2005-03-31,2005,3,AN8068571086,0.09303852102291123,,0.4680261231602191
3,2005-04-30,2005,4,AN8068571086,-0.038401105635946196,,0.4680261231602191
4,2005-05-31,2005,5,AN8068571086,-0.027085062151919376,,0.4680261231602191
5,2005-06-30,2005,6,AN8068571086,-0.0048801934491096545,,0.4680261231602191
6,2005-07-31,2005,7,AN8068571086,0.10812052664133595,,0.4680261231602191
7,2005-08-31,2005,8,AN8068571086,0.10586016618024666,,0.4680261231602191
8,2005-09-30,2005,9,AN8068571086,0.025259317212461628,,0.4680261231602191
9,2005-10-31,2005,10,AN8068571086,-0.03708210107290185,,0.4680261231602191
10,2005-11-30,2005,11,AN8068571086,0.08953561411709715,,0.4680261231602191
11,2005-12-31,2005,12,AN8068571086,0.07755554885181726,,0.4680261231602191
12,2006-01-31,2006,1,AN8068571086,-0.006047051284842884,,0.39349676064251354
13,2006-02-28,2006,2,AN8068571086,0.26824604503419025,,0.39349676064251354
14,2006-03-31,2006,3,AN8068571086,-0.03972125779459044,,0.39349676064251354
15,2006-04-30,2006,4,AN8068571086,0.07826504810459671,,0.39349676064251354
16,2006-05-31,2006,5,AN8068571086,0.11783112373662154,,0.39349676064251354
17,2006-06-30,2006,6,AN8068571086,-0.08362612247682559,,0.39349676064251354
18,2006-07-31,2006,7,AN8068571086,0.004280792039587936,,0.39349676064251354
19,2006-08-31,2006,8,AN8068571086,0.022494191124176822,,0.39349676064251354
20,2006-09-30,2006,9,AN8068571086,-0.07265897407431747,,0.39349676064251354
21,2006-10-31,2006,10,AN8068571086,-0.015037612354540767,,0.39349676064251354
22,2006-11-30,2006,11,AN8068571086,0.0272527483430568,,0.39349676064251354
23,2006-12-31,2006,12,AN8068571086,0.09221783024540066,,0.39349676064251354
24,2007-01-31,2007,1,AN8068571086,-0.07412287489222465,74825700000.0,0.3599961070445802
25,2007-02-28,2007,2,AN8068571086,0.019474596587408723,74012500000.0,0.3599961070445802
26,2007-03-31,2007,3,AN8068571086,-0.012343134453505922,81437400000.0,0.3599961070445802
27,2007-04-30,2007,4,AN8068571086,0.11668342471210942,87013400000.0,0.3599961070445802
28,2007-05-31,2007,5,AN8068571086,0.04250231475582519,91774800000.0,0.3599961070445802
29,2007-06-30,2007,6,AN8068571086,0.05905407552566064,100107000000.0,0.3599961070445802
30,2007-07-31,2007,7,AN8068571086,0.11177427793250952,112912000000.0,0.3599961070445802
31,2007-08-31,2007,8,AN8068571086,0.09084665064609951,115034000000.0,0.3599961070445802
32,2007-09-30,2007,9,AN8068571086,0.02171868482530996,125167000000.0,0.3599961070445802
33,2007-10-31,2007,10,AN8068571086,0.10455891004655306,115485000000.0,0.3599961070445802
34,2007-11-30,2007,11,AN8068571086,-0.09794552601364026,111754000000.0,0.3599961070445802
35,2007-12-31,2007,12,AN8068571086,-0.02220529262752499,117637000000.0,0.3599961070445802
36,2008-01-31,2008,1,AN8068571086,0.04827435665791928,90307400000.0,-0.6289955555357704
37,2008-02-29,2008,2,AN8068571086,-0.204228788042297,103542000000.0,-0.6289955555357704
38,2008-03-31,2008,3,AN8068571086,0.11391396859534766,103799000000.0,-0.6289955555357704
39,2008-04-30,2008,4,AN8068571086,0.0259828221532151,119965000000.0,-0.6289955555357704
40,2008-05-31,2008,5,AN8068571086,0.10208474695243215,120657000000.0,-0.6289955555357704
41,2008-06-30,2008,6,AN8068571086,0.021556561140867625,128873000000.0,-0.6289955555357704
42,2008-07-31,2008,7,AN8068571086,0.09575101351903004,121879000000.0,-0.6289955555357704
43,2008-08-31,2008,8,AN8068571086,-0.08793123302332191,113026000000.0,-0.6289955555357704
44,2008-09-30,2008,9,AN8068571086,-0.057584305127896675,93408800000.0,-0.6289955555357704
45,2008-10-31,2008,10,AN8068571086,-0.18414395614614382,61782100000.0,-0.6289955555357704
46,2008-11-30,2008,11,AN8068571086,-0.35306401976674767,60693600000.0,-0.6289955555357704
47,2008-12-31,2008,12,AN8068571086,-0.14960672244817516,50633800000.0,-0.6289955555357704
48,2009-01-31,2009,1,AN8068571086,0.0059414701978381815,48815600000.0,0.5097875627365255
49,2009-02-28,2009,2,AN8068571086,-0.03638077285579635,45519400000.0,0.5097875627365255
50,2009-03-31,2009,3,AN8068571086,-0.1169108271025329,48598000000.0,0.5097875627365255
51,2009-04-30,2009,4,AN8068571086,0.1467664854886679,58612000000.0,0.5097875627365255
52,2009-05-31,2009,5,AN8068571086,0.23284672316161864,68470400000.0,0.5097875627365255
53,2009-06-30,2009,6,AN8068571086,0.171895220022864,64814200000.0,0.5097875627365255
54,2009-07-31,2009,7,AN8068571086,-0.08264399377056567,64083500000.0,0.5097875627365255
55,2009-08-31,2009,8,AN8068571086,0.030768400313081968,67317600000.0,0.5097875627365255
56,2009-09-30,2009,9,AN8068571086,-0.014922363907726895,71565500000.0,0.5097875627365255
57,2009-10-31,2009,10,AN8068571086,0.04042943986220496,74687500000.0,0.5097875627365255
58,2009-11-30,2009,11,AN8068571086,0.09767232723844668,76716800000.0,0.5097875627365255
59,2009-12-31,2009,12,AN8068571086,0.034325454088424946,78157800000.0,0.5097875627365255
60,2010-01-31,2010,1,AN8068571086,0.0068046804680467554,76200500000.0,0.3341759900671137
61,2010-02-28,2010,2,AN8068571086,-0.004608603919324822,73053300000.0,0.3341759900671137
62,2010-03-31,2010,3,AN8068571086,-0.04891750980101573,75695600000.0,0.3341759900671137
63,2010-04-30,2010,4,AN8068571086,0.051284775341379006,85190400000.0,0.3341759900671137
64,2010-05-31,2010,5,AN8068571086,0.10438379605613321,66976200000.0,0.3341759900671137
65,2010-06-30,2010,6,AN8068571086,-0.2715802359180205,66033700000.0,0.3341759900671137
66,2010-07-31,2010,7,AN8068571086,0.06782367408011211,71188500000.0,0.3341759900671137
67,2010-08-31,2010,8,AN8068571086,0.13536059646710363,73021400000.0,0.3341759900671137
68,2010-09-30,2010,9,AN8068571086,-0.11708807567171778,84059400000.0,0.3341759900671137
69,2010-10-31,2010,10,AN8068571086,0.1313900783943503,95356500000.0,0.3341759900671137
70,2010-11-30,2010,11,AN8068571086,0.12397799122691751,105521000000.0,0.3341759900671137
71,2010-12-31,2010,12,AN8068571086,0.15534482334314997,113926000000.0,0.3341759900671137
72,2011-01-31,2011,1,AN8068571086,0.03463149673388232,121115000000.0,0.017845576878836956
73,2011-02-28,2011,2,AN8068571086,0.07160773414311941,127036000000.0,0.017845576878836956
74,2011-03-31,2011,3,AN8068571086,0.0235155489523029,126548000000.0,0.017845576878836956
75,2011-04-30,2011,4,AN8068571086,0.024045199719691702,121785000000.0,0.017845576878836956
76,2011-05-31,2011,5,AN8068571086,-0.06307471878876014,116317000000.0,0.017845576878836956
77,2011-06-30,2011,6,AN8068571086,-0.049600978194416105,116585000000.0,0.017845576878836956
78,2011-07-31,2011,7,AN8068571086,0.05301131656005389,121942000000.0,0.017845576878836956
79,2011-08-31,2011,8,AN8068571086,0.029793729453583478,105413000000.0,0.017845576878836956
80,2011-09-30,2011,9,AN8068571086,-0.14923680243236107,80165200000.0,0.017845576878836956
81,2011-10-31,2011,10,AN8068571086,-0.24548906292998937,98606000000.0,0.017845576878836956
82,2011-11-30,2011,11,AN8068571086,0.2323259705406146,101102000000.0,0.017845576878836956
83,2011-12-31,2011,12,AN8068571086,0.05631614312111533,91680600000.0,0.017845576878836956
84,2012-01-31,2012,1,AN8068571086,-0.08761806316769946,100260000000.0,0.005750130198059318
85,2012-02-29,2012,2,AN8068571086,0.1143314824498062,103582000000.0,0.005750130198059318
86,2012-03-31,2012,3,AN8068571086,0.03320100105766513,93331900000.0,0.005750130198059318
87,2012-04-30,2012,4,AN8068571086,-0.10884147770076165,98869700000.0,0.005750130198059318
88,2012-05-31,2012,5,AN8068571086,0.0757437256051934,84347300000.0,0.005750130198059318
89,2012-06-30,2012,6,AN8068571086,-0.17029156475655308,86561000000.0,0.005750130198059318
90,2012-07-31,2012,7,AN8068571086,0.04623635692129224,94564000000.0,0.005750130198059318
91,2012-08-31,2012,8,AN8068571086,0.10378843825731401,96050300000.0,0.005750130198059318
92,2012-09-30,2012,9,AN8068571086,0.01357150004610819,95983900000.0,0.005750130198059318
93,2012-10-31,2012,10,AN8068571086,0.002764291853469253,92305900000.0,0.005750130198059318
94,2012-11-30,2012,11,AN8068571086,-0.03348159130219908,95080600000.0,0.005750130198059318
95,2012-12-31,2012,12,AN8068571086,0.01634603093442416,92046300000.0,0.005750130198059318
96,2013-01-31,2013,1,AN8068571086,-0.02423868442152596,103670000000.0,0.2549150774331527
97,2013-02-28,2013,2,AN8068571086,0.15009606825075208,103619000000.0,0.2549150774331527
98,2013-03-31,2013,3,AN8068571086,-0.02204192992533025,99679700000.0,0.2549150774331527
99,2013-04-30,2013,4,AN8068571086,-0.04662635349648399,98951000000.0,0.2549150774331527
100,2013-05-31,2013,5,AN8068571086,-0.0031065583315490275,97089700000.0,0.2549150774331527
101,2013-06-30,2013,6,AN8068571086,-0.003084210050342125,95268400000.0,0.2549150774331527
102,2013-07-31,2013,7,AN8068571086,-0.0064161804921655935,107614000000.0,0.2549150774331527
103,2013-08-31,2013,8,AN8068571086,0.14797921390203458,107098000000.0,0.2549150774331527
104,2013-09-30,2013,9,AN8068571086,-0.027498036564634308,116366000000.0,0.2549150774331527
105,2013-10-31,2013,10,AN8068571086,0.10019797661763243,123425000000.0,0.2549150774331527
106,2013-11-30,2013,11,AN8068571086,0.044357860961241925,116445000000.0,0.2549150774331527
107,2013-12-31,2013,12,AN8068571086,-0.054704089016477074,117804000000.0,0.2549150774331527
108,2014-01-31,2014,1,AN8068571086,0.02865254901960782,114405000000.0,0.016494426037340554
109,2014-02-28,2014,2,AN8068571086,-0.04305804204548569,121499000000.0,0.016494426037340554
110,2014-03-31,2014,3,AN8068571086,0.06301212691026725,126964000000.0,0.016494426037340554
111,2014-04-30,2014,4,AN8068571086,0.07341636285138632,132238000000.0,0.016494426037340554
112,2014-05-31,2014,5,AN8068571086,0.02899115419959055,135480000000.0,0.016494426037340554
113,2014-06-30,2014,6,AN8068571086,0.03482196782052235,152915000000.0,0.016494426037340554
114,2014-07-31,2014,7,AN8068571086,0.13415488247283144,140521000000.0,0.016494426037340554
115,2014-08-31,2014,8,AN8068571086,-0.0840057820179242,142141000000.0,0.016494426037340554
116,2014-09-30,2014,9,AN8068571086,0.019361045112649022,130854000000.0,0.016494426037340554
117,2014-10-31,2014,10,AN8068571086,-0.09841326064286972,126955000000.0,0.016494426037340554
118,2014-11-30,2014,11,AN8068571086,-0.023570734870099294,110600000000.0,0.016494426037340554
119,2014-12-31,2014,12,AN8068571086,-0.11686784277313529,108924000000.0,0.016494426037340554
120,2015-01-31,2015,1,AN8068571086,0.006719256771825684,105073000000.0,-0.02711529835016769
121,2015-02-28,2015,2,AN8068571086,-0.009014725475737659,107549000000.0,-0.02711529835016769
122,2015-03-31,2015,3,AN8068571086,0.0055886527993561875,105946000000.0,-0.02711529835016769
123,2015-04-30,2015,4,AN8068571086,-0.004018933926566644,120129000000.0,-0.02711529835016769
124,2015-05-31,2015,5,AN8068571086,0.10346471355370693,115253000000.0,-0.02711529835016769
125,2015-06-30,2015,6,AN8068571086,-0.019892073078229,109069000000.0,-0.02711529835016769
126,2015-07-31,2015,7,AN8068571086,-0.07004910321404204,104804000000.0,-0.02711529835016769
127,2015-08-31,2015,8,AN8068571086,-0.026335979506949287,97907800000.0,-0.02711529835016769
128,2015-09-30,2015,9,AN8068571086,-0.07520098203616209,86978300000.0,-0.02711529835016769
129,2015-10-31,2015,10,AN8068571086,-0.10302389079699956,98567900000.0,-0.02711529835016769
130,2015-11-30,2015,11,AN8068571086,0.1741321751213394,97063700000.0,-0.02711529835016769
131,2015-12-31,2015,12,AN8068571086,-0.009484408561709632,87631700000.0,-0.02711529835016769
132,2016-01-31,2016,1,AN8068571086,-0.1077136748170261,90797700000.0,0.11631312868660157
133,2016-02-29,2016,2,AN8068571086,0.024514745348874573,89881500000.0,0.11631312868660157
134,2016-03-31,2016,3,AN8068571086,0.04304926112921236,92359600000.0,0.11631312868660157
135,2016-04-30,2016,4,AN8068571086,-0.02553692314499358,111706000000.0,0.11631312868660157
136,2016-05-31,2016,5,AN8068571086,0.10094334139732217,106088000000.0,0.11631312868660157
137,2016-06-30,2016,6,AN8068571086,-0.03839320328288028,109976000000.0,0.11631312868660157
138,2016-07-31,2016,7,AN8068571086,0.04824653200709545,111979000000.0,0.11631312868660157
139,2016-08-31,2016,8,AN8068571086,-0.01333006014483856,109865000000.0,0.11631312868660157
140,2016-09-30,2016,9,AN8068571086,0.00637108545647556,109412000000.0,0.11631312868660157
141,2016-10-31,2016,10,AN8068571086,0.005602245513176531,108842000000.0,0.11631312868660157
142,2016-11-30,2016,11,AN8068571086,-0.002535566773749468,116939000000.0,0.11631312868660157
143,2016-12-31,2016,12,AN8068571086,0.07509534599793291,116800000000.0,0.11631312868660157
144,2017-01-31,2017,1,AN8068571086,-0.00192427025986057,116480000000.0,-0.22492040080692124
145,2017-02-28,2017,2,AN8068571086,-0.009290751360994783,112031000000.0,-0.22492040080692124
146,2017-03-31,2017,3,AN8068571086,-0.00477781830997234,108518000000.0,-0.22492040080692124
147,2017-04-30,2017,4,AN8068571086,-0.05554804871267994,100862000000.0,-0.22492040080692124
148,2017-05-31,2017,5,AN8068571086,-0.06949770758372083,96693700000.0,-0.22492040080692124
149,2017-06-30,2017,6,AN8068571086,-0.027835166330582806,91157100000.0,-0.22492040080692124
150,2017-07-31,2017,7,AN8068571086,-0.04026861498579304,94978400000.0,-0.22492040080692124
151,2017-08-31,2017,8,AN8068571086,0.03046047771484846,87931100000.0,-0.22492040080692124
152,2017-09-30,2017,9,AN8068571086,-0.07477238511721263,96584400000.0,-0.22492040080692124
153,2017-10-31,2017,10,AN8068571086,0.09423961027866191,88656700000.0,-0.22492040080692124
154,2017-11-30,2017,11,AN8068571086,-0.07270756470964193,87063700000.0,-0.22492040080692124
155,2017-12-31,2017,12,AN8068571086,0.0070018385700272405,93352800000.0,-0.22492040080692124
156,2018-01-31,2018,1,AN8068571086,0.04929817090836264,101830000000.0,-0.2610983852253502
157,2018-02-28,2018,2,AN8068571086,0.1204922422371414,90974200000.0,-0.2610983852253502
158,2018-03-31,2018,3,AN8068571086,-0.13019347519419458,89782300000.0,-0.2610983852253502
159,2018-04-30,2018,4,AN8068571086,-0.02667924069116585,94964700000.0,-0.2610983852253502
160,2018-05-31,2018,5,AN8068571086,0.07750429754649169,95117100000.0,-0.2610983852253502
161,2018-06-30,2018,6,AN8068571086,0.008187151465927935,92845500000.0,-0.2610983852253502
162,2018-07-31,2018,7,AN8068571086,-0.04747245159248497,93455700000.0,-0.2610983852253502
163,2018-08-31,2018,8,AN8068571086,0.02223472377442832,87421000000.0,-0.2610983852253502
164,2018-09-30,2018,9,AN8068571086,-0.05250512474837938,84320500000.0,-0.2610983852253502
165,2018-10-31,2018,10,AN8068571086,-0.016982452310553,71054200000.0,-0.2610983852253502
166,2018-11-30,2018,11,AN8068571086,-0.161228601000107,62454600000.0,-0.2610983852253502
167,2018-12-31,2018,12,AN8068571086,-0.10375362562081746,49897400000.0,-0.2610983852253502
168,2019-01-31,2019,1,AN8068571086,-0.21190325473439897,61140900000.0,-0.10048813599188568
169,2019-02-28,2019,2,AN8068571086,0.23503090706461552,61066000000.0,-0.10048813599188568
170,2019-03-31,2019,3,AN8068571086,0.025648599285687086,60386800000.0,-0.10048813599188568
171,2019-04-30,2019,4,AN8068571086,-0.009516738839232633,59117000000.0,-0.10048813599188568
172,2019-05-31,2019,5,AN8068571086,-0.07573708484378039,48049900000.0,-0.10048813599188568
173,2019-06-30,2019,6,AN8068571086,-0.1421315108976727,55044800000.0,-0.10048813599188568
174,2019-07-31,2019,7,AN8068571086,0.12342219291635263,55278700000.0,-0.10048813599188568
175,2019-08-31,2019,8,AN8068571086,-0.020599817329719845,44850900000.0,-0.10048813599188568
176,2019-09-30,2019,9,AN8068571086,-0.15788121911843847,47304600000.0,-0.10048813599188568
177,2019-10-31,2019,10,AN8068571086,0.024217558637717043,45255700000.0,-0.10048813599188568
178,2019-11-30,2019,11,AN8068571086,0.05321351341770361,50114900000.0,-0.10048813599188568
179,2019-12-31,2019,12,AN8068571086,0.055748718449281434,55657500000.0,-0.10048813599188568
180,2020-01-31,2020,1,AN8068571086,0.1214101713935932,46395100000.0,-0.09918895235886949
181,2020-02-29,2020,2,AN8068571086,-0.16766359816458468,37605300000.0,-0.09918895235886949
182,2020-03-31,2020,3,AN8068571086,-0.15734481898821942,18721600000.0,-0.09918895235886949
183,2020-04-30,2020,4,AN8068571086,-0.5469609452585071,23343000000.0,-0.09918895235886949
184,2020-05-31,2020,5,AN8068571086,0.25099537430547475,25632900000.0,-0.09918895235886949
185,2020-06-30,2020,6,AN8068571086,0.1701616363896437,25527200000.0,-0.09918895235886949
186,2020-07-31,2020,7,AN8068571086,-0.032149231107742655,25180200000.0,-0.09918895235886949
187,2020-08-31,2020,8,AN8068571086,0.05643124179044163,26387800000.0,-0.09918895235886949
188,2020-09-30,2020,9,AN8068571086,0.0018710248194729337,21660000000.0,-0.09918895235886949
189,2020-10-31,2020,10,AN8068571086,-0.19431268309854957,20796900000.0,-0.09918895235886949
190,2020-11-30,2020,11,AN8068571086,0.0379756209547225,28940300000.0,-0.09918895235886949
191,2020-12-31,2020,12,AN8068571086,0.3603972546053853,30394500000.0,-0.09918895235886949
192,2005-01-31,2005,1,AU000000AOE6,-0.08758554448313124,,0.7266723017730143
193,2005-02-28,2005,2,AU000000AOE6,-0.006316205013487781,,0.7266723017730143
194,2005-03-31,2005,3,AU000000AOE6,0.13143084155465798,,0.7266723017730143
195,2005-04-30,2005,4,AU000000AOE6,-0.053780430711610476,,0.7266723017730143
196,2005-05-31,2005,5,AU000000AOE6,-0.12251839940627128,,0.7266723017730143
197,2005-06-30,2005,6,AU000000AOE6,0.007259656047363978,,0.7266723017730143
198,2005-07-31,2005,7,AU000000AOE6,0.17129662025050724,,0.7266723017730143
199,2005-08-31,2005,8,AU000000AOE6,0.19702491188243038,,0.7266723017730143
200,2005-09-30,2005,9,AU000000AOE6,0.3408194839546839,,0.7266723017730143
201,2005-10-31,2005,10,AU000000AOE6,0.2062458125511798,,0.7266723017730143
202,2005-11-30,2005,11,AU000000AOE6,-0.17669022124849568,,0.7266723017730143
203,2005-12-31,2005,12,AU000000AOE6,0.11948577639518757,,0.7266723017730143
204,2006-01-31,2006,1,AU000000AOE6,-0.051290635776222816,,0.5437539671197001
205,2006-02-28,2006,2,AU000000AOE6,-0.08981190669442773,,0.5437539671197001
206,2006-03-31,2006,3,AU000000AOE6,0.06637717121588091,,0.5437539671197001
207,2006-04-30,2006,4,AU000000AOE6,-0.05031995346131483,,0.5437539671197001
208,2006-05-31,2006,5,AU000000AOE6,0.011294027565084184,,0.5437539671197001
209,2006-06-30,2006,6,AU000000AOE6,-0.09725534734052611,,0.5437539671197001
210,2006-07-31,2006,7,AU000000AOE6,0.06529396963851376,,0.5437539671197001
211,2006-08-31,2006,8,AU000000AOE6,-0.025744990749124088,,0.5437539671197001
212,2006-09-30,2006,9,AU000000AOE6,0.10687300496989773,,0.5437539671197001
213,2006-10-31,2006,10,AU000000AOE6,-0.014711250638825921,,0.5437539671197001
214,2006-11-30,2006,11,AU000000AOE6,0.4792338186803007,,0.5437539671197001
215,2006-12-31,2006,12,AU000000AOE6,0.1438160597104644,,0.5437539671197001
216,2007-01-31,2007,1,AU000000AOE6,0.20784794604537096,513548000.0,1.3717852201061336
217,2007-02-28,2007,2,AU000000AOE6,-0.056163886874546806,564510000.0,1.3717852201061336
218,2007-03-31,2007,3,AU000000AOE6,0.11056048557489137,786175000.0,1.3717852201061336
219,2007-04-30,2007,4,AU000000AOE6,0.37635338475907165,877161000.0,1.3717852201061336
220,2007-05-31,2007,5,AU000000AOE6,0.09454874462791225,1210180000.0,1.3717852201061336
221,2007-06-30,2007,6,AU000000AOE6,0.42123028173865135,1324500000.0,1.3717852201061336
222,2007-07-31,2007,7,AU000000AOE6,0.047749450691482405,1482140000.0,1.3717852201061336
223,2007-08-31,2007,8,AU000000AOE6,0.025751139140960572,1325220000.0,1.3717852201061336
224,2007-09-30,2007,9,AU000000AOE6,-0.09975722134948853,1403770000.0,1.3717852201061336
225,2007-10-31,2007,10,AU000000AOE6,0.02371191690809951,1677470000.0,1.3717852201061336
226,2007-11-30,2007,11,AU000000AOE6,0.18276500477118707,1836890000.0,1.3717852201061336
227,2007-12-31,2007,12,AU000000AOE6,0.03718797407254176,1612480000.0,1.3717852201061336
228,2008-01-31,2008,1,AU000000AOE6,-0.11104093396182524,1054610000.0,-0.2769550328533652
229,2008-02-29,2008,2,AU000000AOE6,-0.3038493467254002,1567020000.0,-0.2769550328533652
230,2008-03-31,2008,3,AU000000AOE6,0.2975194181536907,1092850000.0,-0.2769550328533652
231,2008-04-30,2008,4,AU000000AOE6,-0.22921582751682856,1536200000.0,-0.2769550328533652
232,2008-05-31,2008,5,AU000000AOE6,0.5594190755481079,2218270000.0,-0.2769550328533652
233,2008-06-30,2008,6,AU000000AOE6,0.3956368696227207,2463900000.0,-0.2769550328533652
234,2008-07-31,2008,7,AU000000AOE6,-0.09094992250969862,2157530000.0,-0.2769550328533652
235,2008-08-31,2008,8,AU000000AOE6,-0.06862345870050325,2104480000.0,-0.2769550328533652
236,2008-09-30,2008,9,AU000000AOE6,-0.03311764020053642,1616070000.0,-0.2769550328533652
237,2008-10-31,2008,10,AU000000AOE6,-0.21555658722167625,1163690000.0,-0.2769550328533652
238,2008-11-30,2008,11,AU000000AOE6,-0.21994204769920142,962744000.0,-0.2769550328533652
239,2008-12-31,2008,12,AU000000AOE6,-0.25723463164221455,1333580000.0,-0.2769550328533652
240,2009-01-31,2009,1,AU000000AOE6,0.38766847076302646,951559000.0,1.1857962843724597
241,2009-02-28,2009,2,AU000000AOE6,-0.24009635974304067,1202380000.0,1.1857962843724597
242,2009-03-31,2009,3,AU000000AOE6,0.1217606803200323,1330390000.0,1.1857962843724597
243,2009-04-30,2009,4,AU000000AOE6,0.22021733523230633,1705520000.0,1.1857962843724597
244,2009-05-31,2009,5,AU000000AOE6,0.2719377251672672,2177960000.0,1.1857962843724597
245,2009-06-30,2009,6,AU000000AOE6,0.24009190950670894,2078380000.0,1.1857962843724597
246,2009-07-31,2009,7,AU000000AOE6,-0.0881922796795338,2603720000.0,1.1857962843724597
247,2009-08-31,2009,8,AU000000AOE6,0.27263897142930166,2820600000.0,1.1857962843724597
248,2009-09-30,2009,9,AU000000AOE6,0.03839742109121597,2769100000.0,1.1857962843724597
249,2009-10-31,2009,10,AU000000AOE6,0.009661461985193283,2706380000.0,1.1857962843724597
250,2009-11-30,2009,11,AU000000AOE6,-0.02441582574629179,2613490000.0,1.1857962843724597
251,2009-12-31,2009,12,AU000000AOE6,-0.023873225953726238,2733500000.0,1.1857962843724597
252,2010-01-31,2010,1,AU000000AOE6,0.05340025548436407,,0.3886003902261724
253,2010-02-28,2010,2,AU000000AOE6,-0.1594893438240012,,0.3886003902261724
254,2010-03-31,2010,3,AU000000AOE6,-0.05661459812553256,,0.3886003902261724
255,2010-04-30,2010,4,AU000000AOE6,0.5738034597159254,,0.3886003902261724
256,2010-05-31,2010,5,AU000000AOE6,-0.006362335585464993,,0.3886003902261724
257,2010-06-30,2010,6,AU000000AOE6,-0.12036470185084654,,0.3886003902261724
258,2010-07-31,2010,7,AU000000AOE6,-0.016103616419648234,,0.3886003902261724
259,2010-08-31,2010,8,AU000000AOE6,0.06464571868368484,,0.3886003902261724
260,2010-09-30,2010,9,AU000000AOE6,-0.00548242864903259,,0.3886003902261724
261,2010-10-31,2010,10,AU000000AOE6,0.06797536113748863,,0.3886003902261724
262,2010-11-30,2010,11,AU000000AOE6,0.01820392169205589,,0.3886003902261724
263,2010-12-31,2010,12,AU000000AOE6,-0.025011302032820336,,0.3886003902261724
264,2011-01-31,2011,1,AU000000AOE6,0.05772995680259962,,0.07249020512292247
265,2011-02-28,2011,2,AU000000AOE6,-0.00695774025185735,,0.07249020512292247
266,2011-03-31,2011,3,AU000000AOE6,0.00518789616661636,,0.07249020512292247
267,2011-04-30,2011,4,AU000000AOE6,0.019469624458082275,,0.07249020512292247
268,2011-05-31,2011,5,AU000000AOE6,0.061509119962297756,,0.07249020512292247
269,2011-06-30,2011,6,AU000000AOE6,-0.027179266617645064,,0.07249020512292247
270,2011-07-31,2011,7,AU000000AOE6,0.0029058159103226315,,0.07249020512292247
271,2011-08-31,2011,8,AU000000AOE6,0.021543832455819114,,0.07249020512292247
272,2011-09-30,2011,9,AU000000AOE6,-0.020650989918112837,,0.07249020512292247
273,2011-10-31,2011,10,AU000000AOE6,-0.105492638932814,,0.07249020512292247
274,2011-11-30,2011,11,AU000000AOE6,0.07220152070107974,,0.07249020512292247
275,2011-12-31,2011,12,AU000000AOE6,-0.007776925613465765,,0.07249020512292247
276,2012-01-31,2012,1,AU000000AOE6,0.003035824975168262,,0.026489563218941903
277,2012-02-29,2012,2,AU000000AOE6,0.04705991847067358,,0.026489563218941903
278,2012-03-31,2012,3,AU000000AOE6,0.005585658617060627,,0.026489563218941903
279,2012-04-30,2012,4,AU000000AOE6,-0.036188199853620734,,0.026489563218941903
280,2012-05-31,2012,5,AU000000AOE6,-0.005297294124552465,,0.026489563218941903
281,2012-06-30,2012,6,AU000000AOE6,-0.06738017613996777,,0.026489563218941903
282,2012-07-31,2012,7,AU000000AOE6,0.06094243073735148,,0.026489563218941903
283,2012-08-31,2012,8,AU000000AOE6,0.026833004707610165,,0.026489563218941903
284,2012-09-30,2012,9,AU000000AOE6,-0.02671622720408871,,0.026489563218941903
285,2012-10-31,2012,10,AU000000AOE6,0.01457139873493246,,0.026489563218941903
286,2012-11-30,2012,11,AU000000AOE6,0.0018269707941993695,,0.026489563218941903
287,2012-12-31,2012,12,AU000000AOE6,0.002216253504175643,,0.026489563218941903
288,2013-01-31,2013,1,AU000000AOE6,-0.004085876632886294,,-0.12907316729030252
289,2013-02-28,2013,2,AU000000AOE6,0.00173516653187275,,-0.12907316729030252
290,2013-03-31,2013,3,AU000000AOE6,-0.01844824802196027,,-0.12907316729030252
291,2013-04-30,2013,4,AU000000AOE6,0.020238162002505042,,-0.12907316729030252
292,2013-05-31,2013,5,AU000000AOE6,-0.012122633557853832,,-0.12907316729030252
293,2013-06-30,2013,6,AU000000AOE6,-0.05617093890269675,,-0.12907316729030252
294,2013-07-31,2013,7,AU000000AOE6,-0.05063121983429503,,-0.12907316729030252
295,2013-08-31,2013,8,AU000000AOE6,-0.03170410605019331,,-0.12907316729030252
296,2013-09-30,2013,9,AU000000AOE6,0.006148241893555936,,-0.12907316729030252
297,2013-10-31,2013,10,AU000000AOE6,0.044920663250129424,,-0.12907316729030252
298,2013-11-30,2013,11,AU000000AOE6,0.005510437296917076,,-0.12907316729030252
299,2013-12-31,2013,12,AU000000AOE6,-0.03446281526539726,,-0.12907316729030252
300,2014-01-31,2014,1,AU000000AOE6,-0.01810824735790493,,-0.06631326322831228
301,2014-02-28,2014,2,AU000000AOE6,-0.015195727108289774,,-0.06631326322831228
302,2014-03-31,2014,3,AU000000AOE6,0.013974684421648962,,-0.06631326322831228
303,2014-04-30,2014,4,AU000000AOE6,0.03491660685601013,,-0.06631326322831228
304,2014-05-31,2014,5,AU000000AOE6,0.0029144048380773187,,-0.06631326322831228
305,2014-06-30,2014,6,AU000000AOE6,-0.0019510106976304835,,-0.06631326322831228
